"rid","binaryID"
2952,"110110001000110"
3156,"11011000100001"
4040,"110110001000111"
4070,"11011000100011"
4553,"110110001100011"
4556,"11011000100100"
4968,"11011000101"
5178,"11011001"
5924,"11011000110000000"
6059,"11011000100101"
6189,"1101100010010"
6200,"110110000"
6482,"1101100011000001111100011"
6538,"11011000110000011101"
6594,"11011000110000011100"
6609,"11011000110000011111001"
6615,"1101100011000001111100010"
6693,"1101100010011"
6718,"1101100011000001110"
6723,"11011000100010"
6743,"1101100010001"
6991,"11011000100000"
7073,"110110001100000111110001"
7093,"1101100010000"
7147,"110110001001"
7148,"110110001000"
7149,"11011000100"
7150,"1101100010"
7307,"110110001100000111110000"
7353,"1101100011001"
7356,"110110001100010"
7649,"11011000110000001"
7990,"11011000110000011111000"
8287,"110110001100000111111"
8352,"1101100011000000"
8473,"1101100011000001111100"
8714,"1101100011000001111101"
8827,"110110001100000111110"
9013,"11011000110001"
9169,"11011000110000011111"
9412,"11011000110000011110"
9437,"1101100011000001111"
9537,"110110001100000111"
9613,"110110001100000110"
9645,"11011000110000011"
9660,"11011000110000010"
9676,"1101100011000001"
9803,"110110001100000"
9831,"110110001100001"
9832,"11011000110000"
9906,"1101100011000"
10045,"110110001100"
10049,"110110001101"
10061,"11011000110"
10226,"11011000111"
10227,"1101100011"
10297,"110110001"
10697,"11011000"
10840,"1101100"
12042,"1101101"
12067,"110110"
12068,"110111"
12069,"11011"
12939,"10"
13273,"11010"
13274,"1101"
13275,"1100"
13276,"110"
13277,"111"
13278,"11"
13279,"1"
