"rid","binaryID"
15,"111111001100101110110111100101001000010000000100100100011001010110"
37,"111111001100101110110111100101001000010000000100100100011001010101000"
77,"111111001100101110110111100101001000010000000100100100011001010101001"
128,"11111100110010111011011110010100100001000000010010010001100101010100"
491,"1111110011001011101000"
702,"1111110011001011101101111001010010000100000001001001001000"
745,"1111110011001011101101111001010010000100000001001001000110010111001"
1305,"1111110011001011101101111001010010000100000001001001000110010111000"
1462,"1111110011001011101101111001010010000100000001001000"
1507,"111111001100101110110101100101100"
1690,"11111100110010111011011100000"
1743,"11111100110010111011011100001"
1756,"1111110011001011101101111001010010000100000001001001000110010100101"
1769,"1111110011001011101101111001010010000100000001001001000110010100100"
1770,"111111001100101110110111100101001000010000000100100100011001010010"
1915,"111111001100101110110111100101001000010000000100100100011001010011"
1960,"1111110011001011101101011001011101010000010"
2002,"1111110011001011101101111001010010000100000001001001000110010101000"
2017,"11111100110110"
2043,"1111110011001011101101111001010010000100000001001001000110010101001"
2059,"1111110011001011101101111001010010000100000001001001000110010101110"
2076,"11111100110010111011011110010100100001000000010010010001100101001"
2111,"111111001100101110110111100101001000010000000100100100011001010100"
2315,"1111110011001011101101111001010010000100001"
2384,"1111110011001011101101111001010010000100000001001001001001"
2454,"1111110011001011101101111001011"
2469,"1111110011010"
2515,"1111110011001011101101111001010010000100000001001001000110010111010"
2594,"11111100110010111010011"
2608,"111111001100101110110111100101001000010000000100100100011001011100"
2766,"1111110011001011101111"
2837,"111111001100101110110111100101001000010000000101"
2927,"11111100110010111011011110010100100001000000010010101"
3054,"11111100110010111011010110010111010101"
3215,"1111110011001011101101111001010010000100000001001001000110010111011"
3216,"111111001100101110110111100101001000010000000100100100011001011101"
3248,"111111001100101110110111001"
3304,"1111110011001011101101010"
3345,"1111110011001011101101111001010010000100000001001001000110010101111"
3398,"111111001100101110110111100101001000010000000100100100011001010111"
3461,"11111100110010111011011110010100101"
3568,"1111110011001011101101111001010010000100000001001001000110010101011"
3573,"1111110011001011101101111001010010000100000001001001000110001"
3803,"111111001100101110110111100101001000001"
3895,"1111110011001011101101011001011101010000011"
3980,"111111001100101110110101100100"
4031,"111111001100110"
4286,"111111001100101110110101100101110101000001"
4335,"1111100"
4433,"11111100110010111011011110010100100001000000010010010001100101011"
4689,"11111101"
4768,"11111100110111"
4937,"11111100110010111011011110010100100001000000010010010001100101000"
4965,"1111110011001011101110"
5217,"11111100110010111011010110011"
5257,"11111100110010111011011110010100100001000000010010010001100101010101"
5894,"1111110011001011101101011001010"
6219,"111111001100101110110101100101101"
6439,"11111100110010111011010110010111011"
6631,"111111001100101110110111100101001000000"
6659,"1111110011001011101101111001010010000100000001001001000110010100"
6840,"11111100110010111010010"
7114,"11111100110010111011010110010111010110"
7246,"111111001100101111"
7362,"1111110011001011100"
