"rid","binaryID"
84,"101111010111110111110110101011100100111001011111110"
91,"10111101011111011111011010101110010011100101101010101110"
121,"101111010111110111110110101011100101011101101110"
131,"1110100100010"
166,"10111101011111011111011010101110010011100101111110"
182,"101111010111110111110110101011100100111001011010101011110100"
185,"10111101011111011111011010101110010011100101101010101111011"
187,"1011110101111101111101101010111001001110010110101010100"
206,"1011110101111101111101101010111001001110011111"
215,"10111101011111011111011010101110010011100101101010101111010111101"
219,"1011110101111101111101101010111001001110010110101010111101010"
231,"101111010111110111110110101011100101011101010"
237,"101111010111110111110110101011100101011101101111"
274,"101111010111110111110110101011100101011101100"
277,"101111010111110111110110101011100101011101011"
327,"1011110101111101111101101010111001001110000"
347,"10111101011111011111011010101110010011100101110"
348,"1011110101111101111101101010111001001110011110"
353,"1011110101111101111101101010111001001100"
361,"11101001111110"
377,"101111010111110111110110101011100100111001111"
378,"101111010111110111110110101011100101011101101100"
385,"1110100100011"
388,"101111010111110111110110101011100101011101101101"
389,"10111101011111011111011010101110010101110110110"
422,"111010010001"
431,"1011110101111101111101101010111001001110010111100"
445,"1011110101111101111101101010111001001110010111101"
471,"11101001010"
512,"101111010110001"
515,"101111010111110111110110101011100100111001011111111"
620,"1011110101001"
641,"1011110100"
658,"101111010111110111110110101011100100111001011010101011110101101"
697,"10111101011111011111011010101110010011100101101010110"
726,"101111010111110111110110101011100100111001011010101011110101100"
727,"10111101011111011111011010101110010011100101101010101111010110"
732,"10111101011111011111011010101110010011100101100"
747,"10111101011111011111011010101110010011100101101010101111101"
752,"10111101011111011111011010101110010011100101101010101111100"
763,"11101001110"
789,"10111101011111011111011010101110010101110100"
833,"101111010111110111110110101011100100111001011110"
836,"1011110101111101111101101010111001001110010110101010111110"
842,"1011110101111101111101101010111001001110010110101010111111"
848,"1011110101111101111101101010111001010111001"
850,"10111101011111011111011010101110010011100101101010101111010111111"
862,"101111010111110111110110101011100100111001011010101011111"
880,"1011110101111101111101101010111001010111000"
903,"10111101011111011111011010101110010011100101101010101111010111100"
920,"111010011110"
921,"10111101011111011111011010101110010101110110111"
930,"1011110101000"
951,"101111010100"
997,"10111101011111011111011010101110010100"
1017,"1011110101111101111101101010111001001110010111110"
1096,"10111101011111011111011010101110010011100101101010111"
1099,"10111101011111011111011010101110010011100101111111"
1118,"10111101011111011111011010101110010101110111"
1122,"101111010111110111110110101011110"
1131,"1011110101111101111101101010111001001110010110101011"
1132,"1011110101111101111101101010111001010111011011"
1154,"10111101011111011111011010101110010011100101101010101111010111110"
1157,"1011110101111101111101101010111001001110010110101010111101011111"
1168,"10111101011111011111011010101110010101110101"
1173,"10111101011001"
1187,"101111010111110111110110101011100101011100"
1204,"1011110101111101111101101010111001001110010111111"
1205,"101111010111110111110110101011100100111001011111"
1243,"1011110101111101111101101010111001010111011010"
1248,"1110100111110"
1258,"101111010111110111110110101011100101011101101"
1332,"1011110101111101111101101010111001010111010"
1337,"11101001011"
1355,"10111101011111011111011010101110010101110110"
1365,"101111010111110111110110101011111"
1368,"11101001111111"
1406,"1011110101111101111101101010111001010111011"
1502,"1011110101111101111101101010111001010110"
1586,"1011110101111101111101101010111001001110010110100"
1629,"1011110101111101111101101010111001001110010110101010111101011110"
1693,"10111101011111011111011010101110010011100101111"
1734,"101111010111110111110110101011100100111001011010101011110101110"
1752,"101111010111110111110110101011100100111001011010101011110101111"
1753,"10111101011111011111011010101110010011100101101010101111010111"
1755,"1011110101111101111101101010111001001110010110101010111101011"
1779,"1110100111111"
1838,"101111010111110111110110101011100101011101"
1878,"1011110101111101110100"
1909,"101111010111110111110110101011100100111001011010101011110101"
1961,"1011110101111110"
1975,"111010011111"
2003,"111011"
2015,"101111010111110111110110101011100100000"
2036,"1011110101111101110101"
2049,"10111101011111011111011010101110010101110"
2058,"101111010111110111011"
2107,"101111010111110111010"
2140,"10111101011111011101"
2141,"10111101011111011100"
2142,"1011110101111101110"
2154,"10111101011111011111011010101110010101111"
2155,"1011110101111101111101101010111001010111"
2171,"101111010111110111110110101011100101011"
2186,"101111010111110111110110101011100101010"
2210,"10111101011111011111011010101110010101"
2234,"101111010111110110"
2305,"101111010111110111110110101011100100001"
2439,"11101001111"
2457,"1011110101111101111101101010111001001110010110101010111100"
2538,"101111010111110111110110101011100100111001110"
2555,"10111101011111011111011010101111"
2584,"10111101011111011111011010101110010011100111"
2646,"1011110101111101111101101010111001010"
2672,"11101001000001"
2701,"1011110101111101111101101010111001001110010111"
2709,"1110100100001"
2770,"101110"
2775,"11101001000000"
2776,"1110100100000"
2777,"111010010000"
2806,"10111101011111011111011010101110010000"
2827,"101111010101"
2835,"11101001000"
2847,"10111101010"
2862,"1011110101111101111101101010111001011"
2863,"101111010111110111110110101011100101"
2896,"10111101011111011111011011"
2939,"101111010110000"
2962,"10111101011000"
2971,"1110100111"
3009,"10111101011111011111011010101110010011100110"
3038,"10111101011111011111011010101110010010"
3039,"1110100110"
3040,"1011110101111101111101101010111001001110001"
3052,"111010011"
3089,"11101001001"
3117,"10111101011111011111011010101110010011100101101010100"
3132,"1011110101111101111101101010111001001110010110101010101"
3140,"10111101011111011111011010101110010011100101101010101111010"
3149,"1011110101111101111101101010111001001110010110101010111101"
3150,"1011110101111101111101101010111001001110010110101010110"
3164,"101111010111110111110110101011100100111001011010101010"
3167,"101111010111110111110110101011100100111001011010101011110"
3168,"10111101011111011111011010101110010011100101101010101111"
3174,"1011110101111101111101101010111001001110010110101010111"
3175,"101111010111110111110110101011100100111001011010101011"
3180,"1011110101111101111101101010111001001110011"
3182,"1110100101"
3188,"10111101011111011111011010101110010011100101101010101"
3189,"1011110101111101111101101010111001001110010110101010"
3194,"101111010111110111110110101011100100111001011010101"
3201,"1110100100"
3228,"101111010111110111110110101011100100111001011010100"
3241,"1011110101100"
3252,"10111101011111011111011010101110010011100101101010"
3314,"101111010111110111110110101011100100111000"
3599,"101111010111110111110110101011100100111001011011"
3699,"111010010"
3898,"10111101011111011111011010101110010011100101101011"
3899,"1011110101111101111101101010111001001110010110101"
3919,"10111101011111011111011010101110010011100100"
3931,"101111010111110111110110101011100100111001011010"
3967,"1011110101111101111101101010111001001101"
3993,"101111010111110111110110101011100100110"
4003,"10111101011111011111011010101110010001"
4009,"1111"
4053,"10111101011111011111011010101110010011100101101"
4083,"1011110101111101111101101010111001000"
4118,"1011110101111101111101100"
4147,"1011110101111101111101101010111001001110010110"
4165,"1010"
4232,"11101001"
4245,"11101000"
4310,"1110100"
4328,"101111010111110111110110101011100100111001011"
4354,"1011110101110"
4380,"101111010111110111110110101011100100111001010"
