"rid","binaryID"
61,"111011000001011110110010011110010101111001011100010101010001101011011110110100010001010000101100"
78,"11101100000101111011001001111001010111100101110001010101000110101101111011010001000101111"
81,"1110110000010111101100100111100101011110010111000101010100011010110111101101000100010110"
123,"111011000001011110110010011110010101111001011100010101010001101011011110110100010001010000100"
145,"1110110000010111101100100111100101011110010111000101010100011010110111101101000100010100000"
204,"1110110000010111101100100111100101011110010111000101010100011001100"
205,"111011000001011110100111011100010101001100011101101000010111000111000110000001100110110000000101001110001110110110001010110"
228,"111011000001011110110010011110010101111001011100010101010001101011011110110100010001010001"
229,"11101100000101111011001001111001010111100101110001010101111100"
230,"11101100000101111011001001111001010111100101110001010101000110101101111011010001000100101"
238,"11101100000101111011001001111001010111100101110001010101000110101101111011010001000101000011"
250,"111011000001011110110010011110010101111001011100010101011110"
252,"11101100000101111011001001111001010111100101110001010101111101"
271,"11101100000101111011001001111001010111100101110001010101110"
307,"1110110000010111101100100111100101011110010111000101010100011010110111101101000101"
339,"11101100000101111011001001111001010111100101110001010101000110101101111010000010"
343,"11101100000101111011001001111001010111100101110001010101000110101101111011010001000101001"
349,"11101100000101111010011101110001010100110001110110100001011100011100011000000110011011000000010100111000111011011000101010011"
354,"1110110000010111101001110111000001001001011001110000101010101011010001101110011100"
356,"111011000001011110100111011100010101001100011101101000010111000111000110000001100110110000111101"
357,"1110110000010111101100100111100101011110010111000101010100011010110111101101000100010100001010"
365,"111011000001011110100111011100010101001100011101101000010111000111000110000001100110110000000101001110001110110110001010111"
380,"111011000001011110110010011110010101111001011100010101010001101011011110100001"
404,"1110110000010111101100100111100101011110010111000101010100011001101"
432,"11101100000101111011001001111001010111100101110001010100111"
436,"111011000001011110110010011110010101111001011100010101010001101011011110110100010001000"
450,"1110110000010111101001110111000101010011000111011010000101110001110001100000011001101100000001010011100011101110"
455,"111011000001011110110010011110010101111001011100010101010001100101"
460,"111011000001011110100111011100000100100101100111000010101010101101000110001"
461,"1110110000010111101001110111000101010011000111011010000101110001110001100000011001101100001111001"
466,"11101100000101111011001001111001010111100101110001010101000110101101111011010001000101110"
473,"1110110000010111101100100111100101011110010111000101010100011010110111101101000100010111"
477,"1110110000010111101100100111100101011110010111000101010100011010110111101101000100010101"
497,"11101100000101111010011101110001010100110001110110100001011100011100011000000110011011000000010100111000111110"
500,"11101100000101111011001001111001010111100101110001010101000110101101111010000011"
520,"111011000001011110100111011100000100100101100111000010101010101101000110000"
525,"111011000001011110100111011100000100100101100111000010101010101101000110111010001"
542,"111011000001011110100111011100000100100101100111000010101010101101000110111010110"
555,"11101100000101111010011101110001010100110001110110100001011100011100011000000110011011000011110000"
561,"111011000001011110110010011110010101111001011100010101010001101011011110110100010001011"
566,"1110110000010111101001110111000001001001011001110000101010101011010001101110100001110100"
570,"1110110000010111101100100111100101011110010111000101010100011010110110"
572,"1110110000010111101100100111100101011110010111000101010100011010110111101101000100010011"
586,"11101100000101111011001001111011101010001101"
587,"11101100000101111011001001111011101010001100"
595,"1110110000010111101100100111100101011110010111000101010100011010110100"
596,"1110110000010111101001110111000101010011000111011010000101110001110001100000011001101100000001010011100011101101100010101000"
605,"111011000001011110110010011110010101111001011100010101010001101011011110111"
615,"11101100000101111010011101110001010100110001110110100001011100011100011000000110011011000000010100111000111011011000101001"
657,"11101100000101111010011101110000010010010110011100001010101010110100011011101010"
661,"111011000001011110110010011110010101111001011100010101010001101011011110110100010001010000101101"
662,"11101100000101111011001001111001010111100101110001010101000110101101111011010001000101000010110"
664,"11101100000101111011001001111001010111100101110001010101000110101101111011010001000100100"
674,"11101100000101111010011101110001010100110001110110100001011100011100011000000110011011000000010100111000111010"
684,"111011000001011110100111011100000100100101100111000010101010101101010011"
685,"11101100000101111011001001111001010111100101110001010101000110101101111011010001000101000010111"
688,"1110110000010111101100100111100101011110010111000101010111110"
690,"1110110000010111101100100111100101011110010111000101010100011010110111101101000100010010"
692,"111011000001011110100111011100000100100101100111000010101010101101010010"
723,"111011000001011110110010011110010101111001011100010101010001100110"
725,"1110110000010111101100100111100101011110010111000101010100011010110111101101000100010100001011"
728,"1110110000010111101100100111100101011110010111000110"
730,"111011000001011110100111011100010101001100011101101000010111000111000110000001100110110000000101001110001111010"
733,"111011000001011110100111011100010101001100011101100001001011111"
738,"1110110000010111101001110111000101010011000111011000010010111100"
740,"111011000001011110110010011110010101111001011100010101010001100100"
751,"111011000001011110100111011100010101001100011101101000010111000111000110000001100110110000000101001110001110110110001000"
762,"1110110000010111101100100111100101011110010111000101010100011010110111101000001"
766,"1110110000010111101100100111100101011110010111000101010100011010110111101000000"
767,"111011000001011110100111011100000100100101100110100111110"
797,"1110110000010111101100100111100101011110010111000101010100011010110111101001"
800,"11101100000101111011001001111001010111100101110001010100110"
803,"111011000001011110100111011100010101001100011101101000010111000111000110000001100110110000111100011"
804,"1110110000010111101001110111000001001001011001110000101010101011010001101110100001100"
805,"111011000001011110110010011110010101111001011100010101010001100111"
831,"111011000001011110110010011110010101111001011100010101010001101011011110100000"
844,"1110110000010111101100100111100101011110010111000101010111111"
853,"111011000001011110100111011100010101001100011101101000010111000111000110000001100110110000111100010"
873,"1110110000010111101001110111000001001001011001110000101010101011010001101110101111"
876,"11101100000101111011001001111001010111100101110001111"
877,"1110110000010111101100100111100101011110010111000101010100011000"
885,"11101100000101111010011101110001010100110001110110100001011100011100011000000110011011000011111"
889,"1110110000010111101001110111000101010011000111011010000101110001110001100011111"
893,"1110110000010111101001110111000101010011000111011010000101110001110001100011110"
897,"1110110000010111101001110111000001001001011001110000101010101011010001101110100001110101010"
907,"11101100000101111011001001111001010111100101110001010101000110101101111010001"
909,"111011000001011110110010011110010101111001011100010101010001101011011110110100010001001"
910,"11101100000101111010011101110000010010010110011100001010101010110101001"
913,"11101100000101111010011101110000010010010110011010011100"
932,"111011000001011110100111011100000100100101100110100111111"
933,"111011000001011110100111011100010101001100011101101000010111000111000110000001100110110000000101001110001110110110001011"
935,"1110110000010111101001110111000001001001011001110000101010101011010101"
977,"11101100000101111010011101110001010100110001110110000100101111011"
989,"111011000001011110110010011110010101111001011100010101010001101011011110110100010001010000101"
991,"1110110000010111101001110111000101010011000111011010000101110001110001100000011001101100000001010011100000"
1007,"111011000001011110100111011100010101001100011101101000010111000111000110000001100110110000000101001110001111001"
1023,"111011000001011110100111011100010101001100011101101000010111000111000110000001100110110000000101001110011"
1027,"11101100000101111010011101110000010010010110011010011101"
1030,"11101100000101111011001001111001010111100101110001010101000110101101111011010001000100"
1031,"111011000001011110100111011100000100100101100111000010101010101101000100"
1034,"111011000001011110110010011110010101111001011100000"
1058,"1110110000010111101100100101000101011011"
1066,"11101100000101111010011101110001010100110001110110100001011100011100011000000110011011000000010100111000111011011000101000"
1072,"11101100000101111011001001111001010111100101110001010101000110011"
1074,"111011000001011110110010011110010101111001011100001"
1076,"1110110000010111101001110111000101010011000111011010000101110001110001100000011001101100000001010011100011101111"
1077,"111011000001011110100111011100010101001100011101101000010111000111000110000001100110110000000101001110001110111"
1079,"11101100000101111010011101110000010010010110011010011110"
1084,"11101100000101111011001001111001010111100101110001010101000110101101111011010001000101000010"
1086,"1110110000010111101001110111000101010011000111011010000101110001110001100000011001101100000001010011100011101101100010100"
1091,"111011000001011110100111011100010101001100011101101000010111000111000110001110"
1100,"1110110000010111101100100111101110101000110"
1110,"1110110000010111101100100111101110101000111"
1119,"11101100000101111010011101110000010010010110011100001010101010110100011011101000011101010111"
1124,"1110110000010111101001110111000001001001011001110000101010101011010001101110100001101"
1141,"1110110000010111101100100111100101011110010111000101010100011010110111101101000100010100001"
1146,"111011000001011110110010010100010101100"
1148,"11101100000101111010011101110000010010010110011100001010101010110101000"
1167,"111011000001011110100111011100010101001100011101101000010111000111000110000001100110110010"
1169,"111011000001011110100111011100000100100101100111000010101010101101000111"
1176,"111011000001011110110010011110010101111001011100010101010001101011011110110100010001010000"
1185,"11101100000101111010011101110000010010010110011010011000"
1186,"1110110000010111101001110111000001001001011001110000101010101011010001101110101110"
1195,"11101100000101111010011101110001010100110001110110000100101111010"
1218,"11101100000101111010011101110000010010010110011010011001"
1260,"1110110000010111101001110111000001001001011001101001101"
1271,"111011000001011110110010011110010101111001011100010101011111"
1281,"1110110000010111101001110111000101010011000111011010000101110001110001100000011001101100000000"
1286,"11101100000101111011001001111001010111100101110001011"
1290,"11101100000101111011001001111001010111100101110001010101000110101101111011010001000101000"
1303,"1110110000010111101001110111000001001001011001101001110"
