"rid","binaryID"
4006,"110000010"
4971,"100"
5187,"11000111"
5633,"1100000110"
5675,"11000101010011111010"
5707,"11000101010010"
5718,"1100010110"
5775,"11000101010011111001"
5899,"1100000111"
5982,"110000011"
6192,"11000101010011111000"
6420,"11000101010011111011"
6604,"1100010101001111100"
6699,"1100010101001111101"
6756,"11000001"
6888,"101"
7245,"110001010100111110"
7510,"10"
7787,"11000000"
8200,"11000101011"
8307,"11000101010011110"
8522,"110001010100111111"
8592,"11000101010011111"
8833,"1100010101001111"
9201,"110001010100110"
9298,"1100000"
9478,"1100010100"
9700,"1100010101001110"
9738,"110001010100111"
9842,"11000101010011"
9856,"1100010101001"
9909,"1100010101000"
10009,"110001010100"
10050,"110001010101"
10052,"11000101010"
10073,"1100001"
10160,"1100010111"
10214,"110000"
10373,"110001011"
10755,"1100010101"
10912,"11000100"
11134,"110001010"
11457,"11000101"
11520,"1100010"
11606,"11000110"
11625,"1100011"
11719,"11001"
11769,"110001"
11776,"11000"
11848,"1100"
11870,"1101"
11871,"110"
11958,"111"
12126,"11"
13047,"1"
