"rid","binaryID"
48,"1110110111110011101010110001111101110011011111010101011111110011111011110111110110011111111011101011101111011010011110111111001101101011100000001001"
62,"1110110111110011101010110001111101110011011111010101011111110011111011110111110110011111111011101011101111011010011110111111001101101011100000001000"
419,"11101101111100111010101100011111011100110111110101010111111100111110111101111101100111111110111010111010000101111001111011100101010100100110011100000"
470,"1110110111110011101010110001111101110011011111010101011111110011111011110111110110011111111011100110101101101011100111110111110010010110101000101001111110100101110"
637,"1110110111110011101010110001111101110011011111010101011111110011111011110111110110011111111011101011101111011010011110111111001101101011100000000101"
701,"11101101111100111010101100011111011100110111110101010111111100111110111101111101100111111110111010111010000101111001111011100101010100100010"
710,"111011011111001110101011000111110111001101111101010101111111001111101111011111011001111111101110101110111101101001111011111100110110101110000000100"
851,"11101101111100111010101100011111011100110111110101010111111100111110111101111101100111111110111010111010000101111001111011100101010100100110011100010101010111"
988,"11101101111100111010101100011111011100110111110101010111111100111110111101111101100111111110111001101011011010111001111101111100100101101010001010011111101001011111"
996,"111011011111001110101011000111110111001101111101010101111111001111101111011111000111000101110110101101100000010010110111010"
1050,"1110110111110011101010110001111101110011011111010111111011101110011100011001011100111010111001"
1071,"111011011111001110101011000111110111001101111101010101111111001111101111011111011001111111101110011010110110101110011111011111001001011010100010100111111010010111101111110"
1138,"11101101111100111010101100011111011100110111110101010111111100111110111101111101100111111110111010111010000101111001111011100101010100100110011100001"
1203,"11101101111100111010101100011111011100110111110101010111111100111110111101111101100111111110111010111010000101111001111011100101010100100110011100010100"
1304,"111011011111001110101011000111110111001101111101011111101110111001110001100101110011101011111011"
1347,"11101101111100111010101100011111011100110111110101010111111100111110111101111101100111111110111001101011011010111001111101111100100101101010001010011101"
1364,"11101101111100111010101100011111011100110111110101010111111100111110111101111100011100010111011010110110000001001011011101111"
1565,"11101101111100111010101100011111011100110111110101010111111100111110111101111101100111111110111010111010000101111001111011100101010100100110011100010101010110"
1687,"111011011111001110101011000111110111001101111101010101111111001111101111011111011001111111101110011010110110101110011111011111001001011010100010100111111010010100"
1813,"111011011111001110101011000111110111001101111101010101111111001111101111011111011001111111101110101110111101101001111011111100110110101110000000101"
1816,"111011011111001110101011000111110111001101111101010101111111001111101111011111011001111111101110011010110110101110011111011111001001011010100010100111111010010101"
1835,"1110110111110011101010110001111101110011011111010111111011101110011100011001011100111010101"
1850,"11101101111100111010101100011111011100110111110101010111111100111110111101111101100111111110111001101011011010111001111101111100100101110"
1937,"111011011111001110101011000111110111001101111101011111101110111001110001100101110011101011101"
1952,"1110110111110011101010110001111101110011011111010101011111110011111011110111110110011111111011101011101000010111100111101110010101010010011001110001010101011"
1973,"111011011111001110101011000111110111001101111101010101111111001111101111011111011001111111101110011010110110101110011111011111001001011010100010100111111010010111101111111"
2016,"111011011111001110101011000111110111001101111101010101111111001111101111011111011001111111101110101110111101101001111011111100110110101110000010"
2027,"1110110111110011101010110001111101110011011111010101011111110011111011110111110110011111111011101011101000010111100111101110010101011"
2034,"111011011111001110101011000111110111001101111101011111101110111001110001100101110011101010001110"
2040,"111011011111001110101011000111110111001101111101010101111111001111101111011111011001111111101110011010110110101110011111011111001001011010100010100111111010010111100"
2048,"1110110111110011101010110001111101110011011111010111111011101110011100011001011100111010111111"
2091,"1110110111110011101010110001111101110011011111010101011111110011111011110111110110011111111011101011101000010111100111101110010101010010011001110001010101010"
2103,"1110110111110011101010110001111101110011011111010111111011101110011100011001011100111010110"
2105,"11101101111100111010101100011111011100110111110101010111111100111110111101111101100111111110111010111010000101111001111011100101010100100110011100010101011"
2108,"1110110111110011101010110001111101110011011111010101011111110011111011110111110001110001011101101011011011"
2110,"111011011111001110101011000111110111001101111101010101111111001111101111011111011001111111101110101110100001011110011110111001010101001001100110001"
2121,"11101101111100111010101100011111011100110111110101010111111100111110111101111101100111111110111010111011110110100111101111110011011010111000000001101"
2169,"1110110111110011101010110001111101110011011111010101011111110011111011110111110110011111111011101011101000010111100111101110010101010010011001110001001"
2170,"111011011111001110101011000111110111001101111101010101111111001111101111011111011001111111101110101110100001011110011110111001010101001001100111000101010101"
2214,"1110110111110011101010110001111101110011011111010101011111110011111011110111110110011111111011101011101000010111100111101111011"
2215,"11101101111100111010101100011111011100110111110101010111111100111110111101111100011100010111011010110110000001001011000"
2275,"111011011111001110101011000111110111001101111101010101111111001111101111011111011001111111101110101110111101101001111011111100110110101101110110"
2293,"11101101111100111010101100011111011100110111110101010111111100111110111101111101100111111110111001101011011010111001111101111100100101101000"
2295,"111011011111001110101011000111110111001101111101010101111111001111101111011111000111000101110110101101100000011101"
2323,"11101101111100111010101100011111011100110111110101010111111100111110111101111101100111111110111001101011011010111001111101111100100101101010001010011111101001011110111111"
2336,"1110110111110011101010110001111101110011011111010101011111110011111011110111110110011111111011100110101101101011100111110111110111"
2357,"1110110111110011101010110001111101110011011111010101011111110011111011110111110110011111111011101011101000010111100111101110010101010010011001100001"
2378,"11101101111100111010101100011111011100110111110101010111111100111110111101111101100111111110111010111011110110100111101101011"
2389,"11101101111100111010101100011111011100110111110101111110111011100111000110010111100"
2428,"111011011111001110101011000111110111001101111101010101111111001111101111011111011001111111101110101110100001011110011110111001010101001001100111000101010100"
2429,"1110110111110011101010110001111101110011011111010101011111110011111011110111110110011111111011100110101101101011100111110111110010010110101000101101"
2448,"11101101111100111010101100011111011100110111110101010111111100111110111101111101100111111110111010111010000101111001111011100101010100100110011100010101010"
2518,"111011011111001110101011000111110111001101111101010101111111001111101111011111011001111111101110101110111101101001111011011"
2545,"1110110111110011101010110001111101110011011111010111111011101110011100011001011100111010100010"
2549,"1110110111110011101010110001111101110011011111010101011111110011111011110111110110011111111011101011101110010100111100111010110010"
2553,"111011011111001110101011000111110111001101111101011111101110111001110001100101111010"
2599,"11101101111100111010101100011111011100110111110101010111111100111110111101111101100111111110111001101011011010111001111101111100100101101010001010011111101001011110110"
2602,"111011011111001110101011000111110111001101111101010101111111001111101111011111011001111111101110101110100001011110011110111001010101001001100111000101011"
2613,"111011011111001110101011000111110111001101111101011111101110111001110001110111011110"
2620,"1110110111110011101010110001111101110011011111010111111011101110011100011101110110"
2662,"11101101111100111010101100011111011100110111110101010111111100111110111101111101100111111110111010111010000101111001111011100101010100100011"
2666,"11101101111100111010101100011111011100110111110101010111111100111110111101111101100111111110111001101011011010111001111101111100100101101010001010011111101001011110111110"
2675,"1110110111110011101010110001111101110011011111010101011111110011111011110111110001110001011101101011011000000100101101110111011010"
2696,"1110110111110011101010110001111101110011011111010101011111110011111011110111110110011111111011100110101101101011100111110111110010010110101000101001111110100101111011111"
2702,"111011011111001110101011000111110111001101111101011111101110111001110001100101111011"
2746,"11101101111100111010101100011111011100110111110101010111111100111110111101111100011100010111011010110110000001010"
